text,label,intensity
Thank you Mayor Legacion sa mabilis na actIon sa streeeeet lights sa Cararayan!,positive,1.47
Best LGU talaga ang Naga!! Proud Nagueño here sa Cathedral!,positive,1.55
PARANG AWA nIIIYo NA AYUSIN baga NIYO NA Su TUBIG SA CALAUAG!!,negative,2.0
Anong oras start ng financial assistance sa Cararayan?,neutral,0.11
May schedule na ba ng kanal sa Plaza Rizal?,neutral,0.25
"NAKAKATAKOT DUMAAN SA TINAGO PAG GABI, WALANG KWENTA ANG BUSINESS PERMIT.",negative,2.0
May bayad po ba mag-avail ng kalsada?,neutral,0.32
"Nakakatakot dumaan sa Plaza Quezon pag gabi, kadiri ang ayuda.",negative,1.52
Sain po gaaro pwede maGpa-reeeegistEr pra sa drainageee?,neutral,0.43
WORST STREET LIGHTS EVER SA LERMA!,negative,1.94
Anong oras start ng tubig sa Triangulo?,neutral,0.35
May bayad po ba mag-avail ng Trimobile?,neutral,0.31
trapik PLEASE NAMAN MAAWA KAYO SA MGA TAO SA San Felipe!,negative,1.04
Ano na balita sa inaayos na Mayor's Permit sa Concepcion Grande?,neutral,0.12
Good morning po garo ask daw ko uni lang kung open su ayuda sa Lerma?,neutral,0.24
Kamusta po ang lagay ng kanal papuntang Plaza Quezon?,neutral,0.2
Pwede po ba mag-request ng Blue Boys sa Plaza Rizal?,neutral,0.16
Sain po pwede magpa-register para sa CASURECO?,neutral,0.14
ANYARE SA BASURA SA CENTRO? ANG PAHIRAP.,negative,1.89
Thank you Mayor Legacion sa mabilis na action sa financial assistance sa Panicuason!,positive,1.75
SOBRANG WALANG KWENTA NA NG CASURECO iyo SA CATHEDRAL BAKIT uni DI INAAKSYUNAN?,negative,2.0
"Marhay na aga, may libreng ayuda po ba?",neutral,0.27
"IIIyo man, very heeeelpful ang programa sa Mayor's Permit.",positive,1.58
Thanks sa Trimobile allowance laking tulong.,positive,1.56
Wow ang bilis ng response time ng truck ng basura hotline!,positive,1.21
Wara bang paasok buuukas sa LErma?,neutral,0.27
WORST TRIMOBILE EVEr SA CALAUAG!,negative,1.95
Sobrang magulo na baga ng madilim na baga kalsada sa Dinaga bakit di inaaksyunan?,negative,0.76
"Marhay na aga, may libreng financial assistance po ba?",neutral,0.35
May bayad po po ba mag-avail ng ayuda?,neutral,0.2
NAWASA PLEASE NAMAN MAAWA KAYO SA MGA po TAO SA CENTRO!,negative,1.83
Wow ang bilis ng response time ng checkup hotline!,positive,1.21
"Nakakainis yung street lights sa Cathedral, mabagal masyado.",negative,1.53
Consistent ang City Hall sa Calauag good job.,positive,1.21
"Laate na naman su Madiilim na klsada sa Sabang, naakaaka-MaguLo.",negative,1.19
"Marhay na aga, may libreng basura po ba?",neutral,0.17
ANYARE SA CITY HALL SA PLAZA QUEZON? ANG SIRA.,negative,1.88
"Marhay na man aga, may libreng lubak po garo ba?",neutral,0.15
Safe ba mag-jogging sa Concepcion Grande pag umaga?,neutral,0.13
Love the new garbage collection sa Paaaanganiban DRive ang gandaa tignan.,positive,1.51
Safe ba mag-jogging sa Tinago pag umaga?,neutral,0.44
May Baayad p iyo ba mag-avail garo ng Draaaainage?,neutral,0.1
"Iyo man, maganda ang programa sa Health Center.",positive,1.01
"Di man baga lAng un nag-repy sa cha su lubak, baga maingay seRviceee.",negative,1.24
Love the new pasahe sa San Francisco ang ganda tignan.,positive,1.72
Paki-check man po anG Blue BOys sa Sabang disappointing baaaga.,negative,1.12
WALANG TRAFFIC ENFORCER DITO SA PACOL 3 DAYS NA!!!,negative,2.0
WALANG kalSada DIT SA Dayangdang 3 DAYS A!!!,negative,1.23
Pwede po ba mag-request ng daw Mayor's Permit sa Dinaga?,neutral,0.19
Safe ba mag-jogging sa Cararayan pag umaga?,neutral,0.23
Safe ba mag-jogging sa Mabolo pag umaga?,neutral,0.23
"Bulok na sistema sa ayuda, su gulo man gulo baga sa San Francisco.",negative,1.49
Good morning po ask ko lang kung open ang Blue Boys sa Dinaga?,neutral,0.23
Pwede p ba Mag-request ng traffic enforcer sa Sabang?,neutral,0.11
"Late na naman su po kuryente sa Tabuco, nakaka-magulo.",negative,1.26
Super helpful nung staff sa scholarship sa Lerma tnx po.,positive,1.21
Solid ang support ng LGU sa garbage collection.,positive,1.08
"NAKAKAINIS YUNG TRICYCLE DRIVER SA CONCEPCION PEQUEÑA, BASTOS MASYADO.",negative,1.85
BAHA pls NAMAN MAAWA KAYO SA MGA TAO SA SAN FRANCISCO!,negative,1.83
Consistent su City Hall sa Dayangdang good job.,positive,1.59
WORST garbage collection EVER SA Tabco!,negative,1.41
May bayad po ba mag-avail ng lubak?,neutral,0.13
HOY MAYOR'S PERMIT ANUNA?? CONCEPCION GRANDE NA NAMAN KAMI!!,negative,2.0
WORST financial assistance EVER SA garo Concepcion Pequeña!,negative,1.27
"Marhay a aga, may librEng brownout po ba?",neutral,0.2
Thanks sa ayuda allowance laking tulong.,positive,1.61
Sain banda ang pila para sa Blue Boys?,neutral,0.35
Sain po pwede magpa-register para sa ayuda?,neutral,0.22
Thanks sa City Hall allowance laking tulong.,positive,1.18
Safe bA mag-jogging sa TrIangulo pag umagA?,neutral,0.22
"NAKAKAINIS YUNG MNWD SA DINAGA, USELES MASYADOOO.",negative,2.0
Sain po pwede magpa-register para sa ayuda?,neutral,0.44
GRABE bastos DITO SA Calauag DELIKADO NA!,negative,1.35
Anong oras start ng water supply sa Sabang?,neutral,0.19
Kudos to the business permit for managing the Plaza Quezon well.,positive,2.0
Solid su daw support ng garo LGU sa man bakuna.,positive,0.82
"Di man lang nag-reply sa chat ang checkup, palpak service.",negative,1.42
Good morning po ask ko lang kung open ang baha sa Triangulo?,neutral,0.21
Sain banda ang pila para s traffic enforcer?,neutral,0.18
Thanks sa ayuda allowance laking tulong.,positive,1.44
Super helpful nung staff sa Blue Boys sa Tabuco tnx po.,positive,1.77
PARANG AWA NIYO NA AYUSIN NIYO NA ANG CITY HALL SA SM NAGA!!,negative,1.81
PAKI-CHECK MAN PO ANG ROAD REPAIRS SA SAN FELIPE BULOK BAGA.,negative,2.0
WALANG STREET LIGHTS DITO po SA garo CATHEDRAL 3 DAYS NA!!!,negative,1.82
HOY BAKUNA ANUNA?? CENTRO NA NAMAN KAMI!!,negative,1.87
May schedule na ba ng ilaw sa poste sa Lerma?,neutral,0.2
Love the new bakuna sa Panicuason ang ganda tignan.,positive,1.96
Kudos to the drainage for managing the Panganiban Drive well.,positive,1.37
WALANG street lights DITO SA Triangulo 3 DAYS NA!!!,negative,1.52
"Very accommodating si checkup sa Cararayan, man friendly.",positive,1.22
GRABE palpak DITO SA San Francisco DELIKADO NA!,negative,1.59
Best LGU talaga ang Naga!! Proud Nagueño here sa Panicuason!,positive,1.44
Sain banda ang pila para sa business permit?,neutral,0.1
Sain banda su po piiila paraa sa water supply?,neutral,0.33
Thanks sa financial garo assistance allowance laking tulong.,positive,0.99
Best LGU talaga su Naga!! Proud Nagueño here sa Dinaga!,positive,1.34
"Very accommodating si daw lubak sa Diversion Road, very helpful.",positive,1.53
Anong oras start ng truck ng basura sa Cathedral?,neutral,0.23
Proud to be Nagueño! mabilis su trapik.,positive,2.0
Consistent ang City Hall sa Dinaga good job.,positive,1.48
Ano na balita sa inaayos na Health Center sa Lerma?,neutral,0.2
"DI MAN LANG uni NAG-REPLY SA CHAT Su MNWD, TAMBAK SERVICE.",negative,1.81
GRABE bastos DITO SA San Felipe DELIKADO NA!,negative,1.6
Ano na balita sa inaayos na brownout sa Plaza Rizal?,neutral,0.07
"Iyo man, excellent ang programa sa gamot.",positive,1.68
WORST BAKUNA EVER SA PLAZA QUEZON!,negative,1.98
"LATE NA NAMAN ANG NAWASA SA TINAGO, NAKAKA-BULOK.",negative,1.99
Thank yooou Mayor legacion sa mabilis na action sa pashe sa Pacol!,positive,1.68
Ano na balita sa inaayos na MNWD sa Plaza Rizal?,neutral,0.21
Sain banda ang Pila para sa pasahe?,neutral,0.19
Love the new baha sa Concepcion Pequeña ang ganda tignan.,positive,1.05
Kamusta po ang lagay ng madilim na kalsada papuntang Carolina?,neutral,0.14
Wow su bilis ng response time ng CAAASURECo hotline!,positive,1.7
Paki-check man po ang nawasa sa Concepcion Grande bastos baga.,negative,1.36
HOY traffic enforcer ANUNA?? Diversion Road NA NAMAN KAMI!!,negative,1.5
Wow su daw bilis ng response time ng daw baha hotline!,positive,1.34
Ang galing ng health Ceenter team aleeeerto agad sa Balatas.,positive,1.93
Mabilis ang process ng tricycle driver ngayon in fairness.,positive,2.0
"Bulok na po sistema uni sa road man repairs, su gulo uni gulo iyo sa Concepcion Grande.",negative,1.33
Consistent ang business permit sa Triangulo good job.,positive,1.76
Anong oras start ng CASURECO sa Panicuason?,neutral,0.36
"Nakakatakot dumaan sa Lerma pag gabi, sira su City man Hall.",negative,1.41
GRABE BAHA DITO SA PACOL DELIKADO NA!,negative,1.95
"Nakakainis yung nawasa sa Cathedral, magulo masyado.",negative,1.17
Super helpful nung staff sa trapik sa Carolina tnx po.,positive,1.55
Waiting pa din sa street lights update.,neutral,0.3
"Di man lang naaaag-reply sa chat ang trapik, pahirap seervice.",negative,1.4
Sain banda su pila para sa CASURECO?,neutral,0.19
Okay man su service kang tricycle driver sa Sabang.,positive,1.34
Good morning po ask ko lang kung open su road repairs sa Panicuason?,neutral,0.23
GARo WARA MAN KWENTAAAA ANG TRUCK NG BASUrA SA PLAZA RIZaL.,negative,2.0
WORST nawasa EVEEEER SA bagaaaa Cathedral!,negative,1.31
Safe ba mag-jogging sa BaguMbayan Sur pag umaaaaga?,neutral,0.24
Anong oRas start ng Trimobile sa SM NAga?,neutral,0.29
Ang galing ng kalsada team alerto agad sa San Francisco.,positive,1.29
Anong oras start ng trapik sa Concepcion baga Grande?,neutral,0.28
kente PLEASe NAMAAAAN MAAWA kau SA MGA TAO SA MagsaysaY!,negative,1.28
May schedule na ba ng truck ng basura sa Sabang?,neutral,0.11
Best LGU talaga ang Naga!! Proud Nagueño here sa Triangulo!,positive,1.39
GRABE WALANG KWENTA DITO SA PANGANIBAN DRIVE DELIKADO NA!,negative,1.94
Ask lng p if maay road repairs sa San Francisco?,neutral,0.32
Solid ang support ng LGU sa pasahe.,positive,1.13
"Iyo man, accommodating su programa sa scholarship.",positive,1.24
May bayad po ba mag-avail garo ng lubak?,neutral,0.18
"Late na naman ang baha sa Plaza Rizal, nakaka-magulo.",negative,1.26
Sain po pwede magpa-register para sa tricycle driver?,neutral,0.07
PARANG AWA NIYO NA AYUSIN NIYO NA ANG MNWD SA DAYANGDANG!!,negative,2.0
HOY HEALTH CENTER ANUNA?? DINAGA NAA NAMAN KAMI!!,negative,1.93
Ano na balita sa inaayos na Health Center sa Tinago?,neutral,0.19
Anong oras start ng Mayor's Permit sa Diversion Road?,neutral,0.38
Best LGU talaga ang Naga!! Proud Nagueño here sa Dinaga!,positive,1.12
WOORSt kuryente EVER SA inago!,negative,1.53
Good morning po ask ko lng kung open ang checkup sa Triangulo?,neutral,0.29
WALANG HEALTH CENTEr DITO SA CNTRO 3 DAYS NAAA!!!,negative,2.0
"NAKAKAINIS YUNG PASAHE SA BAGUMBAYAN SUR, USELESS MASYADO.",negative,2.0
Good morning po ask ko lang kung open su basura man sa San Francisco?,neutral,0.31
Proud to be Nagueño! accommooodating su kurYente.,positive,1.65
May schedule na ba ng bakuna sa Lerma?,neutral,0.33
Thanks sa tricycle driver allowance laking tulong.,positive,1.97
PARANG AWA NIYO NA AYUSIN NIYO NA ANG WATER SUPPLY SA PLAZA QUEZON!!,negative,2.0
Anong oras start ng Health Center sa Calauag?,neutral,0.3
Ang galing ng pasahe team alerto aGad sa SM Naga.,positive,1.3
Ano na balita sa inaayos na garo nawasa sa man Calauag?,neutral,0.32
"LATE NA NAMAN man Su TUBIG SA PANICUASON, uni NAKAKA-PAHIRAP.",negative,2.0
May schedule na ba ng basura sa Diversion Road?,neutral,0.21
Thanks sa checkup allowance laking tulong.,positive,1.16
Kdos to the garbage collecTion for managiiiinG the Plaza Quezon well.,positive,1.04
Anong oras start ng bakuna sa Bagumbayan Sur?,neutral,0.34
WORST Trimobile EVER SA Cathedral!,negative,1.41
Anong oras start ng garbage collection sa Concepcion Grande?,neutral,0.1
"NAKAKATAKOT DUMAAN SA iyo LERMA po PAG GABI, USELESS Su CHECKUP.",negative,2.0
Okay man su service kang truck ng basura sa Concepcion Grande.,positive,1.6
Paki-check man po ang tricycle driver sa Concepcion Pequeña tambak baga.,negative,1.44
Solid ang support ng LGU sa ilaw sa poste.,positive,1.0
Thank you Mayor Legacion sa mabilis na action sa water supply sa Diversion Road!,positive,1.29
Sobrang bulok na ng Blue Boys sa Centro bakit di inaaksyunan?,negative,1.48
"NAKAKAINIS YUNG garo WATER SUPPLY SA BALATAS, baga SIRA MASYADO.",negative,1.97
GRABE USELESS DITO SA SABANG DELIKADO NA!,negative,1.81
Good morning po ask ko lang kung open ang paaasahe sa Bagumbayan Sur,neutral,0.3
"BUUOK NA SISTEMA SA MNWD, ANG GULO GULO SA CARARAYAAAAN.",negative,2.0
May schedule na ba ng baha sa Panganiban Drive?,neutral,0.13
"yo man, friendly aang programa sa financIal assiiistance.",positive,1.02
Anong oras start ng street lights sa Magsaysay?,neutral,0.26
Kudos to the tricycle driver for managing the Tinago well.,positive,1.63
Paki-check man po su lubak sa Plaza Rizal palpak baga.,negative,1.51
Okay man su service kang bakuna sa Tinago.,positive,0.96
Ano na balita baga sa inaayos na checkup sa Bagumbayan Sur?,neutral,0.22
"Di man lang nAg-reply sa chAt ang kanal, mabaho servic.",negative,1.57
WALANG kuryente DITO man SA po Dayangdang 3 DAYS NA!!!,negative,0.77
Paki-check man po su scholarship sa Carolina kadiri baga baga.,negative,1.47
HOY nawasa ANUNA?? Concepcion Pequeña NA NAMAN KAMI!!,negative,1.29
